OBJECTID,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
1062,GO-2023811857,2023,4/6/2023 4:00:00 AM,1533,2023,4/6/2023 4:00:00 AM,1533,D43,Other Commercial / Corporate Places ,NO,NO,,,,Muslim,,,No,Criminal Harassment,156,Bendale-Glen Andrew (156),127,Bendale (127),Yes
1063,GO-2023811844,2023,4/6/2023 4:00:00 AM,535,2023,4/13/2023 4:00:00 AM,838,D43,Religious Place of Worship/Cultural Centre,NO,NO,,,,Muslim,,,No,Dangerous Operation Motor Vehicle,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),Yes
1064,GO-2023763715,2023,4/6/2023 4:00:00 AM,530,2023,4/7/2023 4:00:00 AM,930,D41,Streets/Roadways/Highway,NO,NO,,Palestinian,,Muslim,,,Yes,Assault With a Weapon,157,Bendale South (157),127,Bendale (127),No
1065,GO-2023758619,2023,4/6/2023 4:00:00 AM,1614,2023,4/6/2023 4:00:00 AM,1614,D43,Other Commercial / Corporate Places ,NO,NO,,Palestinian,,Muslim,,,Yes,Causing a Disturbance,156,Bendale-Glen Andrew (156),127,Bendale (127),No
1066,GO-2023783436,2023,4/9/2023 4:00:00 AM,1215,2023,4/10/2023 4:00:00 AM,43,D32,NA,NO,NO,,,,Jewish,,,No,Uttering Threats - Bodily Harm,035,Westminster-Branson (35),035,Westminster-Branson (35),Yes
1067,GO-2023788284,2023,4/10/2023 4:00:00 AM,1200,2023,4/10/2023 4:00:00 AM,1520,D31,Streets/Roadways/Highway,NO,NO,Black,,,,,,No,Mischief Under $5000,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),No
1068,GO-2023793513,2023,4/11/2023 4:00:00 AM,800,2023,4/11/2023 4:00:00 AM,949,D23,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,,,,No,Mischief Under $5000,001,West Humber-Clairville (1),001,West Humber-Clairville (1),No
1069,GO-2023793407,2023,4/11/2023 4:00:00 AM,834,2023,4/11/2023 4:00:00 AM,834,D14,NA,NO,NO,,,,Jewish,,,No,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),No
1070,GO-2023834131,2023,4/12/2023 4:00:00 AM,2000,2023,4/15/2023 4:00:00 AM,1614,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),No
1071,GO-2023818678,2023,4/13/2023 4:00:00 AM,1,2023,4/13/2023 4:00:00 AM,2143,D11,Streets/Roadways/Highway,NO,NO,Black,,,Jewish,,,Yes,Mischief Under $5000,084,Little Portugal (84),084,Little Portugal (84),No
1072,GO-2023837002,2023,4/13/2023 4:00:00 AM,1930,2023,4/15/2023 4:00:00 AM,2246,D32,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Under $5000,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),No
1073,GO-2023828505,2023,4/14/2023 4:00:00 AM,2200,2023,4/14/2023 4:00:00 AM,2215,D41,Business/Retail,NO,NO,,,,,Gay,,No,Firearms Related Offence,124,Kennedy Park (124),124,Kennedy Park (124),No
1074,GO-2023821611,2023,4/14/2023 4:00:00 AM,928,2023,4/14/2023 4:00:00 AM,928,D33,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Mischief Under $5000,047,Don Valley Village (47),047,Don Valley Village (47),No
1075,GO-2023827355,2023,4/14/2023 4:00:00 AM,1934,2023,4/14/2023 4:00:00 AM,1934,D32,"Open Area, Park or Parking Lot",NO,NO,,Chinese,,,,,No,Assault With a Weapon,151,Yonge-Doris (151),051,Willowdale East (51),Yes
1076,GO-2023823508,2023,4/14/2023 4:00:00 AM,1253,2023,4/14/2023 4:00:00 AM,1253,D51,Streets/Roadways/Highway,NO,NO,Black,,,,,,No,Assault With a Weapon,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),Yes
1077,GO-2023834035,2023,4/15/2023 4:00:00 AM,1200,2023,4/15/2023 4:00:00 AM,1601,D32,Public Transportation,NO,NO,,,,Jewish,,,No,Mischief Under $5000,035,Westminster-Branson (35),035,Westminster-Branson (35),No
1078,GO-2023850969,2023,4/17/2023 4:00:00 AM,249,2023,4/17/2023 4:00:00 AM,1728,D32,Other Commercial / Corporate Places ,NO,NO,White,,,,,,No,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),No
1079,GO-2023865018,2023,4/17/2023 4:00:00 AM,1200,2023,4/19/2023 4:00:00 AM,1014,D33,Other Commercial / Corporate Places ,NO,NO,Black,,,,,,No,Mischief Under $5000,046,Pleasant View (46),046,Pleasant View (46),No
1080,GO-2023855444,2023,4/18/2023 4:00:00 AM,725,2023,4/18/2023 4:00:00 AM,725,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,079,University (79),079,University (79),No
1081,GO-2023858130,2023,4/18/2023 4:00:00 AM,1000,2023,4/18/2023 4:00:00 AM,1322,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,,,Jewish,,,Yes,Disturbing Religious Worship Or Certain Meetings,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
1082,GO-2023867588,2023,4/18/2023 4:00:00 AM,1000,2023,4/19/2023 4:00:00 AM,1617,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Interfere With Property,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),No
1083,GO-2023879143,2023,4/20/2023 4:00:00 AM,2225,2023,4/20/2023 4:00:00 AM,2342,D52,Streets/Roadways/Highway,NO,NO,White,,,,,,No,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
1084,GO-2023877756,2023,4/20/2023 4:00:00 AM,1830,2023,4/20/2023 4:00:00 AM,1845,D43,Other Commercial / Corporate Places ,NO,NO,South Asian,,,,,,No,Assault,156,Bendale-Glen Andrew (156),127,Bendale (127),Yes
1085,GO-2023914207,2023,4/20/2023 4:00:00 AM,2300,2023,4/25/2023 4:00:00 AM,844,D13,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,107,Oakwood Village (107),107,Oakwood Village (107),No
1086,GO-2023907303,2023,4/21/2023 4:00:00 AM,1200,2023,4/25/2023 4:00:00 AM,955,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),No
1087,GO-20231870009,2023,4/22/2023 4:00:00 AM,2330,2023,8/11/2023 4:00:00 AM,1146,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,Korean,,,,,No,Uttering Threats - Bodily Harm,062,East End-Danforth (62),062,East End-Danforth (62),No
1088,GO-2023906210,2023,4/24/2023 4:00:00 AM,1000,2023,4/24/2023 4:00:00 AM,1008,D22,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Other race not mentioned,Ukrainian,,,,,Yes,Uttering Threats - Bodily Harm,018,New Toronto (18),018,New Toronto (18),No
1089,GO-2023920059,2023,4/25/2023 4:00:00 AM,1700,2023,4/25/2023 4:00:00 AM,2105,D32,Other Commercial / Corporate Places ,NO,NO,Black,,,,,,No,Mischief Under $5000,151,Yonge-Doris (151),051,Willowdale East (51),No
1090,GO-2023928266,2023,4/26/2023 4:00:00 AM,1600,2023,4/26/2023 4:00:00 AM,1929,D55,"Open Area, Park or Parking Lot",NO,NO,,,,,Gay,,No,Uttering Threats - Bodily Harm,061,Taylor-Massey (61),061,Taylor-Massey (61),No
1091,GO-2023940308,2023,4/27/2023 4:00:00 AM,1400,2023,4/28/2023 4:00:00 AM,838,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,085,South Parkdale (85),085,South Parkdale (85),No
1092,GO-2023970120,2023,5/1/2023 4:00:00 AM,1929,2023,5/1/2023 4:00:00 AM,1929,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,,,,,,No,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),Yes
1093,GO-2023987725,2023,5/3/2023 4:00:00 AM,1945,2023,5/3/2023 4:00:00 AM,1945,D11,NA,NO,NO,,,,Sikh,,,No,Assault,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),Yes
1094,GO-2023999928,2023,5/4/2023 4:00:00 AM,1240,2023,5/5/2023 4:00:00 AM,919,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),No
1095,GO-20231038997,2023,5/6/2023 4:00:00 AM,2200,2023,5/11/2023 4:00:00 AM,857,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,"White, East/Southeast Asian",,,,,,Yes,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),No
1096,GO-20231024916,2023,5/8/2023 4:00:00 AM,949,2023,5/8/2023 4:00:00 AM,949,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,Gay,,No,Uttering Threats - Bodily Harm,018,New Toronto (18),018,New Toronto (18),No
1097,GO-20231043361,2023,5/9/2023 4:00:00 AM,2130,2023,5/10/2023 4:00:00 AM,1409,D32,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Muslim,,,No,Mischief Under $5000,033,Clanton Park (33),033,Clanton Park (33),No
1098,GO-20231087247,2023,5/9/2023 4:00:00 AM,0,2023,5/15/2023 4:00:00 AM,938,D32,Other Commercial / Corporate Places ,NO,NO,East/Southeast Asian,Filipino,,,,,Yes,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),No
1099,GO-20231053126,2023,5/10/2023 4:00:00 AM,0,2023,5/11/2023 4:00:00 AM,1147,D51,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,,2SLGBTQ+,,No,Fail To Comply Probation,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),Yes
1100,GO-20231073491,2023,5/13/2023 4:00:00 AM,1457,2023,5/15/2023 4:00:00 AM,1326,D13,Public Transportation,NO,NO,,,,Sikh,,,No,Assault,102,Forest Hill North (102),102,Forest Hill North (102),No
1101,GO-20239021208,2023,5/14/2023 4:00:00 AM,1815,2023,5/14/2023 4:00:00 AM,1859,D51,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Criminal Harassment,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),Yes
1102,GO-20231096805,2023,5/15/2023 4:00:00 AM,1515,2023,5/16/2023 4:00:00 AM,1024,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,143,West Rouge (143),131,Rouge (131),No
1103,GO-20231104962,2023,5/16/2023 4:00:00 AM,1240,2023,5/17/2023 4:00:00 AM,804,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),No
1104,GO-20231096939,2023,5/16/2023 4:00:00 AM,806,2023,5/16/2023 4:00:00 AM,1041,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,,,,No,Mischief Under $5000,121,Oakridge (121),121,Oakridge (121),No
1105,GO-20231114712,2023,5/17/2023 4:00:00 AM,1800,2023,5/18/2023 4:00:00 AM,1029,D33,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,,,,Jewish,,,No,Harassing Communications,052,Bayview Village (52),052,Bayview Village (52),No
1106,GO-20231109153,2023,5/17/2023 4:00:00 AM,1400,2023,5/17/2023 4:00:00 AM,1625,D11,Public Transportation,NO,NO,,,,,,,Yes,Assault,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),No
1107,GO-20231114880,2023,5/18/2023 4:00:00 AM,1051,2023,5/18/2023 4:00:00 AM,1051,D32,Public Transportation,NO,NO,,,,Jewish,,,No,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),No
1108,GO-20231293161,2023,5/22/2023 4:00:00 AM,0,2023,6/7/2023 4:00:00 AM,1021,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Hindu,,,No,Uttering Threats - Bodily Harm,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),No
1109,GO-20231155499,2023,5/22/2023 4:00:00 AM,2200,2023,5/23/2023 4:00:00 AM,734,D32,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),No
1110,GO-20231147993,2023,5/22/2023 4:00:00 AM,0,2023,5/22/2023 4:00:00 AM,915,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),No
1111,GO-20231202830,2023,5/23/2023 4:00:00 AM,1200,2023,5/28/2023 4:00:00 AM,1322,D52,Streets/Roadways/Highway,NO,NO,Black,,,,,,No,Mischief Under $5000,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),No
1112,GO-20231157039,2023,5/23/2023 4:00:00 AM,940,2023,5/23/2023 4:00:00 AM,1057,D55,Public Transportation,NO,NO,,,,Muslim,,,No,Assault,062,East End-Danforth (62),062,East End-Danforth (62),No
1113,GO-20231175301,2023,5/24/2023 4:00:00 AM,1850,2023,5/25/2023 4:00:00 AM,1325,D52,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,No,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
1114,GO-20231175888,2023,5/25/2023 4:00:00 AM,1238,2023,5/25/2023 4:00:00 AM,1238,D52,Streets/Roadways/Highway,NO,NO,Black,,,,,,No,Mischief Under $5000,164,Wellington Place (164),077,Waterfront Communities-The Island (77),No
1115,GO-20231210136,2023,5/25/2023 4:00:00 AM,830,2023,5/29/2023 4:00:00 AM,949,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,,,,No,Harassing Communications,173,North Toronto (173),104,Mount Pleasant West (104),No
1116,GO-20231185777,2023,5/26/2023 4:00:00 AM,1425,2023,5/26/2023 4:00:00 AM,1425,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,Muslim,,,No,Wilful Promotion of Hatred,147,L'Amoreaux West (147),117,L'Amoreaux (117),No
1117,GO-20231183602,2023,5/26/2023 4:00:00 AM,920,2023,5/26/2023 4:00:00 AM,1010,D14,Streets/Roadways/Highway,NO,NO,,,,,Gay,,No,Assault,085,South Parkdale (85),085,South Parkdale (85),No
1118,GO-20231189315,2023,5/26/2023 4:00:00 AM,2127,2023,5/26/2023 4:00:00 AM,2210,D13,Public Transportation,NO,NO,,,,,2SLGBTQ+,,No,Assault,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),Yes
1119,GO-20231209510,2023,5/26/2023 4:00:00 AM,1500,2023,5/29/2023 4:00:00 AM,834,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Interfere With Property,143,West Rouge (143),131,Rouge (131),No
1120,GO-20231298939,2023,6/1/2023 4:00:00 AM,700,2023,6/7/2023 4:00:00 AM,1003,D13,Other Commercial / Corporate Places ,NO,NO,,,,Jewish,,,No,Mischief Under $5000,094,Wychwood (94),094,Wychwood (94),No
1121,GO-20231251309,2023,6/2/2023 4:00:00 AM,916,2023,6/2/2023 4:00:00 AM,916,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,,,Jewish,,,Yes,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),No
1122,GO-20231280722,2023,6/2/2023 4:00:00 AM,2300,2023,6/5/2023 4:00:00 AM,1128,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Mischief Under $5000,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),No
1123,GO-20231260005,2023,6/2/2023 4:00:00 AM,2100,2023,6/2/2023 4:00:00 AM,2343,D33,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Mischief Under $5000,047,Don Valley Village (47),047,Don Valley Village (47),No
1124,GO-20231261044,2023,6/3/2023 4:00:00 AM,313,2023,6/3/2023 4:00:00 AM,318,D52,Streets/Roadways/Highway,NO,NO,,,,,Gay,,No,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),No
1125,GO-20231260730,2023,6/3/2023 4:00:00 AM,130,2023,6/3/2023 4:00:00 AM,159,D41,Streets/Roadways/Highway,NO,NO,,,,,2SLGBTQ+,,No,Assault,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),No
1126,GO-20231268874,2023,6/3/2023 4:00:00 AM,2230,2023,6/3/2023 4:00:00 AM,2318,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,No,Uttering Threats - Bodily Harm,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),No
1127,GO-20231449780,2023,6/5/2023 4:00:00 AM,1200,2023,6/23/2023 4:00:00 AM,1720,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,,2SLGBTQ+,,No,Mischief Under $5000,148,East L'Amoreaux (148),117,L'Amoreaux (117),No
1128,GO-20231283850,2023,6/5/2023 4:00:00 AM,1830,2023,6/5/2023 4:00:00 AM,1830,D31,"Open Area, Park or Parking Lot",NO,NO,Black,,,,,,No,Mischief Interfere With Property,022,Humbermede (22),022,Humbermede (22),No
1129,GO-20231295647,2023,6/6/2023 4:00:00 AM,2146,2023,6/6/2023 4:00:00 AM,2146,D12,"Open Area, Park or Parking Lot",NO,NO,East/Southeast Asian,,,,,,No,Mischief Under $5000,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),No
1130,GO-20231300435,2023,6/7/2023 4:00:00 AM,1254,2023,6/7/2023 4:00:00 AM,1254,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,Chinese,,,,,No,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),No
1131,GO-20231605325,2023,6/8/2023 4:00:00 AM,1400,2023,7/10/2023 4:00:00 AM,1911,D31,Other Commercial / Corporate Places ,NO,NO,Black,,,,,,No,Assault With a Weapon,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),Yes
1132,GO-20231309062,2023,6/8/2023 4:00:00 AM,1159,2023,6/8/2023 4:00:00 AM,1159,D53,Religious Place of Worship/Cultural Centre,NO,NO,,,,,2SLGBTQ+,,No,Mischief Under $5000,056,Leaside-Bennington (56),056,Leaside-Bennington (56),No
1133,GO-20231356007,2023,6/9/2023 4:00:00 AM,1200,2023,6/13/2023 4:00:00 AM,1743,D51,Streets/Roadways/Highway,NO,NO,"Black, Indigenous",,,,,,Yes,Assault,073,Moss Park (73),073,Moss Park (73),Yes
1134,GO-20231380501,2023,6/9/2023 4:00:00 AM,0,2023,6/16/2023 4:00:00 AM,1154,D32,Streets/Roadways/Highway,NO,NO,Black,,,,,,No,Mischief Under $5000,050,Newtonbrook East (50),050,Newtonbrook East (50),No
1135,GO-20231343730,2023,6/10/2023 4:00:00 AM,1930,2023,6/12/2023 4:00:00 AM,1135,D55,Streets/Roadways/Highway,NO,NO,,,,,Lesbian,,No,Uttering Threats - Bodily Harm,060,Woodbine-Lumsden (60),060,Woodbine-Lumsden (60),Yes
1136,GO-20231455052,2023,6/10/2023 4:00:00 AM,1408,2023,6/24/2023 4:00:00 AM,1200,D11,Streets/Roadways/Highway,NO,NO,,Indian,,,,,No,Assault,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),Yes
1137,GO-20231340470,2023,6/11/2023 4:00:00 AM,2330,2023,6/12/2023 4:00:00 AM,13,D41,Non-Commercial/Non for Profit,NO,NO,,,,,,Transgender Woman (Identifies As Woman),No,Uttering Threats - Bodily Harm,124,Kennedy Park (124),124,Kennedy Park (124),No
1138,GO-20231363081,2023,6/11/2023 4:00:00 AM,1140,2023,6/14/2023 4:00:00 AM,959,D53,"Open Area, Park or Parking Lot",NO,NO,East/Southeast Asian,,,,,,No,Uttering Threats - Bodily Harm,103,Lawrence Park South (103),103,Lawrence Park South (103),No
1139,GO-20231335303,2023,6/11/2023 4:00:00 AM,1119,2023,6/11/2023 4:00:00 AM,1119,D32,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),No
1140,GO-20231347787,2023,6/12/2023 4:00:00 AM,1721,2023,6/12/2023 4:00:00 AM,1934,D53,Business/Retail,NO,NO,,,,,2SLGBTQ+,,No,Harassing Communications,095,Annex (95),095,Annex (95),No
1141,GO-20231345915,2023,6/12/2023 4:00:00 AM,1532,2023,6/12/2023 4:00:00 AM,1542,D31,Public Transportation,NO,NO,,,,,2SLGBTQ+,,No,Assault,027,York University Heights (27),027,York University Heights (27),No
1142,GO-20231363077,2023,6/13/2023 4:00:00 AM,1700,2023,6/15/2023 4:00:00 AM,1128,D55,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Mischief Under $5000,057,Broadview North (57),057,Broadview North (57),No
1143,GO-20231369939,2023,6/15/2023 4:00:00 AM,922,2023,6/15/2023 4:00:00 AM,922,D53,Streets/Roadways/Highway,NO,NO,South Asian,,,,,,No,Assault With a Weapon,099,Mount Pleasant East (99),099,Mount Pleasant East (99),Yes
1144,GO-20231384381,2023,6/16/2023 4:00:00 AM,1126,2023,6/16/2023 4:00:00 AM,2349,D32,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,No,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),No
1145,GO-20231381111,2023,6/16/2023 4:00:00 AM,1200,2023,6/16/2023 4:00:00 AM,1304,D33,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,No,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),No
1146,GO-20231399164,2023,6/17/2023 4:00:00 AM,1200,2023,6/18/2023 4:00:00 AM,1318,D12,Public Transportation,NO,NO,East/Southeast Asian,,,,,,No,Mischief Under $5000,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),No
1147,GO-20231400254,2023,6/18/2023 4:00:00 AM,1522,2023,6/18/2023 4:00:00 AM,1522,D42,Public Transportation,NO,NO,Black,,,,,,No,Assault,144,Morningside Heights (144),131,Rouge (131),No
1148,GO-20231409921,2023,6/19/2023 4:00:00 AM,1540,2023,6/19/2023 4:00:00 AM,1540,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,Gay,,No,Criminal Harassment,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),No
1149,GO-20231407306,2023,6/19/2023 4:00:00 AM,0,2023,6/19/2023 4:00:00 AM,1101,D13,Public Transportation,NO,NO,,,,,2SLGBTQ+,,No,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),No
1150,GO-20231415909,2023,6/19/2023 4:00:00 AM,2300,2023,6/20/2023 4:00:00 AM,852,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,Jewish,2SLGBTQ+,,Yes,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),No
1151,GO-20231406910,2023,6/19/2023 4:00:00 AM,1013,2023,6/19/2023 4:00:00 AM,1013,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),No
1152,GO-20231419493,2023,6/20/2023 4:00:00 AM,1537,2023,6/20/2023 4:00:00 AM,1537,D13,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,Gay,,No,Criminal Harassment,101,Forest Hill South (101),101,Forest Hill South (101),No
1153,GO-20231447944,2023,6/22/2023 4:00:00 AM,1940,2023,6/23/2023 4:00:00 AM,1402,D22,Public Transportation,NO,NO,,,,,Gay,,No,Assault,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),No
1154,GO-20231456517,2023,6/23/2023 4:00:00 AM,2030,2023,6/24/2023 4:00:00 AM,1633,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,,2SLGBTQ+,,No,Mischief Under $5000,063,The Beaches (63),063,The Beaches (63),Yes
1155,GO-20231451429,2023,6/23/2023 4:00:00 AM,2037,2023,6/23/2023 4:00:00 AM,2037,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Wilful Promotion of Hatred,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),No
1156,GO-20231451228,2023,6/23/2023 4:00:00 AM,2007,2023,6/23/2023 4:00:00 AM,2007,D41,Public Transportation,NO,NO,South Asian,,,,,,No,Assault,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),No
1157,GO-20231464688,2023,6/25/2023 4:00:00 AM,1040,2023,6/25/2023 4:00:00 AM,1040,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,,2SLGBTQ+,,No,Theft,148,East L'Amoreaux (148),117,L'Amoreaux (117),No
1158,GO-20231475506,2023,6/26/2023 4:00:00 AM,1248,2023,6/27/2023 4:00:00 AM,1421,D55,Public Transportation,NO,NO,,,,Jewish,,,No,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),No
1159,GO-20231492183,2023,6/27/2023 4:00:00 AM,930,2023,6/28/2023 4:00:00 AM,908,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),No
1160,GO-20231498048,2023,6/28/2023 4:00:00 AM,1910,2023,6/28/2023 4:00:00 AM,1910,D32,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,No,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),No
1161,GO-20231503505,2023,6/28/2023 4:00:00 AM,1600,2023,6/29/2023 4:00:00 AM,1641,D42,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,No,Mischief Under $5000,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),No
1162,GO-20231567084,2023,6/30/2023 4:00:00 AM,0,2023,7/6/2023 4:00:00 AM,1138,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,2SLGBTQ+,,No,Mischief Under $5000,055,Thorncliffe Park (55),055,Thorncliffe Park (55),No
